"NFactura","Fecha","IDProducto","Cantidad"
"542782",40575.4166666667,"22914-6",6
"C542798",40575.4645833333,"21531--1",-1
"C542798",40575.4645833333,"21429--1",-1
"C542924",40576.4020833333,"22423--2",-2
"542926",40576.4090277778,"22899-36",36
"543048",40577.4152777778,"84536A-16",16
"543048",40577.4152777778,"84879-8",8
"543048",40577.4152777778,"22474-3",3
"543048",40577.4152777778,"22471-3",3
"543048",40577.4152777778,"22178-12",12
"543048",40577.4152777778,"20679-12",12
"543048",40577.4152777778,"85014B-48",48
"C543050",40577.4263888889,"22242--24",-24
"C543050",40577.4263888889,"22962--2",-2
"C543050",40577.4263888889,"22637--2",-2
"C543050",40577.4263888889,"22963--6",-6
"543056",40577.4493055556,"84988-12",12
"543056",40577.4493055556,"21232-24",24
"543056",40577.4493055556,"21231-12",12
"543056",40577.4493055556,"22077-12",12
"543056",40577.4493055556,"22472-6",6
"543056",40577.4493055556,"22445-6",6
"543056",40577.4493055556,"22649-16",16
"543056",40577.4493055556,"22752-6",6
"543056",40577.4493055556,"22744-6",6
"543056",40577.4493055556,"22743-6",6
"543056",40577.4493055556,"22728-12",12
"543056",40577.4493055556,"22968-6",6
"543056",40577.4493055556,"22423-32",32
"543056",40577.4493055556,"22720-12",12
"543056",40577.4493055556,"22913-6",6
"543121",40577.5819444444,"20750-4",4
"543121",40577.5819444444,"22326-6",6
"543121",40577.5819444444,"22090-6",6
"543121",40577.5819444444,"22176-6",6
"543121",40577.5819444444,"22319-12",12
"543121",40577.5819444444,"21914-12",12
"543121",40577.5819444444,"21481-12",12
"543121",40577.5819444444,"21892-12",12
"543121",40577.5819444444,"22745-6",6
"543121",40577.5819444444,"90037B-6",6
"543121",40577.5819444444,"90098-6",6
"543121",40577.5819444444,"22328-6",6
"543121",40577.5819444444,"22976-12",12
"543121",40577.5819444444,"22711-25",25
"543121",40577.5819444444,"21503-25",25
"543121",40577.5819444444,"22231-12",12
"543121",40577.5819444444,"20719-10",10
"543121",40577.5819444444,"22505-4",4
"C543175",40578.4069444444,"22763--2",-2
"C543175",40578.4069444444,"22171--2",-2
"C543175",40578.4069444444,"22168--2",-2
"C543347",40581.5305555556,"85049G--2",-2
"C543347",40581.5305555556,"85049E--3",-3
"C543347",40581.5305555556,"22629--1",-1
"C543347",40581.5305555556,"22467--6",-6
"C543347",40581.5305555556,"22423--2",-2
"C543347",40581.5305555556,"22328--2",-2
"C543347",40581.5305555556,"22326--3",-3
"C543347",40581.5305555556,"22245--3",-3
"C543347",40581.5305555556,"22242--5",-5
"C543347",40581.5305555556,"22077--5",-5
"C543347",40581.5305555556,"21673--2",-2
"C543347",40581.5305555556,"21672--2",-2
"C543347",40581.5305555556,"21668--1",-1
"C543347",40581.5305555556,"21244--2",-2
"C543347",40581.5305555556,"20676--2",-2
"C543431",40582.4840277778,"21559--1",-1
"C543431",40582.4840277778,"22090--1",-1
"C543431",40582.4840277778,"22551--1",-1
"C543431",40582.4840277778,"22212--1",-1
"C543445",40582.4895833333,"90098--6",-6
"C543445",40582.4895833333,"22231--12",-12
"C543469",40582.6215277778,"21258--1",-1
"C543469",40582.6215277778,"22503--1",-1
"C543469",40582.6215277778,"21452--2",-2
"C543469",40582.6215277778,"21658--2",-2
"C543469",40582.6215277778,"22504--1",-1
"C543469",40582.6215277778,"22627--1",-1
"C543469",40582.6215277778,"22423--2",-2
"C543469",40582.6215277778,"85232B--1",-1
"C543469",40582.6215277778,"21896--1",-1
"543492",40583.4451388889,"23231-25",25
"543492",40583.4451388889,"22989-6",6
"543492",40583.4451388889,"22197-12",12
"543492",40583.4451388889,"21439-12",12
"543492",40583.4451388889,"22858-6",6
"543492",40583.4451388889,"22859-6",6
"543492",40583.4451388889,"22860-6",6
"543492",40583.4451388889,"22040-25",25
"543492",40583.4451388889,"22986-25",25
"543492",40583.4451388889,"21925-12",12
"543492",40583.4451388889,"21926-12",12
"543492",40583.4451388889,"21927-12",12
"543550",40584.4048611111,"82494L-12",12
"543550",40584.4048611111,"21314-8",8
"543550",40584.4048611111,"22567-12",12
"543550",40584.4048611111,"20897-6",6
"543550",40584.4048611111,"84832-12",12
"543587",40584.4854166667,"22212-6",6
"543587",40584.4854166667,"21080-12",12
"543587",40584.4854166667,"21498-25",25
"543587",40584.4854166667,"21499-25",25
"543587",40584.4854166667,"21500-25",25
"543587",40584.4854166667,"22704-25",25
"543587",40584.4854166667,"85232A-3",3
"543587",40584.4854166667,"21035-6",6
"543587",40584.4854166667,"21906-2",2
"543587",40584.4854166667,"22173-8",8
"543587",40584.4854166667,"22692-2",2
"543587",40584.4854166667,"48184-2",2
"543587",40584.4854166667,"22326-6",6
"543587",40584.4854166667,"22631-12",12
"543587",40584.4854166667,"22989-6",6
"543587",40584.4854166667,"22907-12",12
"C543661",40585.4451388889,"22752--1",-1
"C543661",40585.4451388889,"22720--3",-3
"C543661",40585.4451388889,"22649--4",-4
"C543661",40585.4451388889,"22423--7",-7
"C543661",40585.4451388889,"21232--2",-2
"C543661",40585.4451388889,"21231--2",-2
"543737",40585.53125,"21484-8",8
"543737",40585.53125,"21441-12",12
"543737",40585.53125,"21523-8",8
"543737",40585.53125,"22365-8",8
"543737",40585.53125,"22366-8",8
"543737",40585.53125,"22414-4",4
"543737",40585.53125,"22690-4",4
"543737",40585.53125,"48187-10",10
"543737",40585.53125,"22431-6",6
"543737",40585.53125,"22354-5",5
"543737",40585.53125,"21672-12",12
"543737",40585.53125,"22805-12",12
"543737",40585.53125,"22511-4",4
"543737",40585.53125,"21116-3",3
"543737",40585.53125,"22508-4",4
"543737",40585.53125,"21411-3",3
"543737",40585.53125,"20794-8",8
"543737",40585.53125,"22212-12",12
"543737",40585.53125,"22243-12",12
"543737",40585.53125,"22244-36",36
"543737",40585.53125,"22912-3",3
"543737",40585.53125,"84406B-16",16
"543737",40585.53125,"21218-120",120
"543737",40585.53125,"35241-24",24
"543737",40585.53125,"21217-10",10
"543737",40585.53125,"22720-12",12
"543737",40585.53125,"22721-6",6
"543737",40585.53125,"22199-12",12
"543737",40585.53125,"22723-4",4
"543737",40585.53125,"22722-12",12
"543737",40585.53125,"22896-6",6
"543737",40585.53125,"22203-16",16
"543737",40585.53125,"22897-10",10
"543737",40585.53125,"21216-20",20
"543737",40585.53125,"35810B-6",6
"543737",40585.53125,"22482-12",12
"543737",40585.53125,"22900-6",6
"543737",40585.53125,"84968A-5",5
"543737",40585.53125,"84968D-10",10
"543737",40585.53125,"84968F-5",5
"543737",40585.53125,"84997B-6",6
"543737",40585.53125,"22260-12",12
"543737",40585.53125,"22262-12",12
"543737",40585.53125,"21564-36",36
"543737",40585.53125,"21563-12",12
"543737",40585.53125,"21485-21",21
"543737",40585.53125,"21935-10",10
"543737",40585.53125,"22449-6",6
"543737",40585.53125,"21706-4",4
"543737",40585.53125,"22168-2",2
"543737",40585.53125,"21668-12",12
"543737",40585.53125,"21669-12",12
"C543830",40588.4125,"22328--2",-2
"C543830",40588.4125,"22720--2",-2
"C543830",40588.4125,"22847--1",-1
"543833",40588.4333333333,"22788-4",4
"543833",40588.4333333333,"22957-6",6
"543833",40588.4333333333,"21621-2",2
"543833",40588.4333333333,"22722-4",4
"543833",40588.4333333333,"22384-10",10
"543833",40588.4333333333,"21791-12",12
"543833",40588.4333333333,"21716-8",8
"543900",40588.5076388889,"22355-10",10
"543900",40588.5076388889,"20719-20",20
"543900",40588.5076388889,"20723-10",10
"543900",40588.5076388889,"17003-36",36
"543900",40588.5076388889,"22331-8",8
"543900",40588.5076388889,"22385-10",10
"543900",40588.5076388889,"84569B-12",12
"543900",40588.5076388889,"21915-12",12
"543900",40588.5076388889,"22560-24",24
"543900",40588.5076388889,"21914-12",12
"543900",40588.5076388889,"22957-18",18
"543900",40588.5076388889,"22077-12",12
"543900",40588.5076388889,"21937-5",5
"543900",40588.5076388889,"22711-25",25
"543900",40588.5076388889,"22630-12",12
"543900",40588.5076388889,"20726-20",20
"543900",40588.5076388889,"20728-10",10
"543900",40588.5076388889,"22326-6",6
"543900",40588.5076388889,"22383-10",10
"543900",40588.5076388889,"22662-10",10
"543900",40588.5076388889,"22813-24",24
"543900",40588.5076388889,"22729-8",8
"543900",40588.5076388889,"22727-16",16
"543900",40588.5076388889,"22725-4",4
"543900",40588.5076388889,"22860-6",6
"543900",40588.5076388889,"22857-12",12
"543900",40588.5076388889,"22661-20",20
"543900",40588.5076388889,"23233-25",25
"543900",40588.5076388889,"22966-12",12
"544281",40591.5159722222,"22585-288",288
"544281",40591.5159722222,"22366-2",2
"544281",40591.5159722222,"22931-6",6
"544281",40591.5159722222,"22936-6",6
"544302",40591.5527777778,"20719-10",10
"544302",40591.5527777778,"22326-6",6
"544302",40591.5527777778,"21578-6",6
"544302",40591.5527777778,"22629-12",12
"544302",40591.5527777778,"22433-6",6
"544302",40591.5527777778,"22431-6",6
"544302",40591.5527777778,"22432-6",6
"544302",40591.5527777778,"21559-6",6
"544302",40591.5527777778,"21558-6",6
"544302",40591.5527777778,"21731-12",12
"544340",40592.4034722222,"72351A-24",24
"544340",40592.4034722222,"72351B-24",24
"544340",40592.4034722222,"85170C-12",12
"544340",40592.4034722222,"21977-24",24
"544340",40592.4034722222,"84991-24",24
"544483",40595.4534722222,"22993-72",72
"544483",40595.4534722222,"21088-24",24
"544483",40595.4534722222,"21086-24",24
"544483",40595.4534722222,"21987-24",24
"544483",40595.4534722222,"84796B-12",12
"544483",40595.4534722222,"22631-12",12
"544483",40595.4534722222,"22659-12",12
"544483",40595.4534722222,"22349-6",6
"544483",40595.4534722222,"22350-6",6
"544483",40595.4534722222,"22894-2",2
"544483",40595.4534722222,"22892-72",72
"C544570",40595.5409722222,"22625--2",-2
"544573",40595.5694444444,"22423-1",1
"544573",40595.5694444444,"21700-12",12
"544573",40595.5694444444,"22665-6",6
"544573",40595.5694444444,"22961-24",24
"544573",40595.5694444444,"22960-6",6
"544573",40595.5694444444,"22303-36",36
"544573",40595.5694444444,"22302-12",12
"544573",40595.5694444444,"20750-2",2
"544573",40595.5694444444,"22973-12",12
"544573",40595.5694444444,"22636-4",4
"544573",40595.5694444444,"22991-144",144
"544573",40595.5694444444,"20712-10",10
"544573",40595.5694444444,"21931-10",10
"544573",40595.5694444444,"20719-10",10
"544573",40595.5694444444,"22355-10",10
"544573",40595.5694444444,"22748-6",6
"544573",40595.5694444444,"22148-40",40
"544573",40595.5694444444,"22568-8",8
"544573",40595.5694444444,"20973-144",144
"544573",40595.5694444444,"22583-6",6
"544573",40595.5694444444,"22585-12",12
"544811",40597.6618055556,"23233-25",25
"544811",40597.6618055556,"23231-25",25
"544811",40597.6618055556,"22992-12",12
"544811",40597.6618055556,"22993-12",12
"544811",40597.6618055556,"84988-12",12
"544811",40597.6618055556,"20719-10",10
"544811",40597.6618055556,"21210-12",12
"544811",40597.6618055556,"22472-6",6
"544811",40597.6618055556,"22445-12",12
"544811",40597.6618055556,"22625-6",6
"544811",40597.6618055556,"22728-12",12
"544811",40597.6618055556,"22741-48",48
"544811",40597.6618055556,"22720-6",6
"544933",40599.3638888889,"10135-200",200
"544933",40599.3638888889,"22343-24",24
"544933",40599.3638888889,"84356-36",36
"544933",40599.3638888889,"22857-12",12
"544933",40599.3638888889,"22858-6",6
"544933",40599.3638888889,"21731-12",12
"544933",40599.3638888889,"22139-3",3
"544933",40599.3638888889,"21915-12",12
"544933",40599.3638888889,"22556-12",12
"544933",40599.3638888889,"22557-12",12
"544933",40599.3638888889,"21980-24",24
"544933",40599.3638888889,"21985-24",24
"544933",40599.3638888889,"22704-25",25
"544933",40599.3638888889,"22302-6",6
"544933",40599.3638888889,"22303-6",6
"544933",40599.3638888889,"22895-6",6
"544933",40599.3638888889,"22897-10",10
"544933",40599.3638888889,"22908-12",12
"544933",40599.3638888889,"20718-10",10
"544933",40599.3638888889,"20754-6",6
"544933",40599.3638888889,"21041-6",6
"544933",40599.3638888889,"21531-6",6
"544933",40599.3638888889,"21533-3",3
"544933",40599.3638888889,"21121-24",24
"544933",40599.3638888889,"85099B-10",10
"544933",40599.3638888889,"21929-10",10
"544933",40599.3638888889,"21212-24",24
"544933",40599.3638888889,"22326-6",6
"544933",40599.3638888889,"21559-6",6
"544933",40599.3638888889,"21558-6",6
"544933",40599.3638888889,"22328-6",6
"544933",40599.3638888889,"22352-6",6
"544933",40599.3638888889,"22892-12",12
"544996",40599.4951388889,"21456-12",12
"544996",40599.4951388889,"22326-12",12
"544996",40599.4951388889,"22555-12",12
"544996",40599.4951388889,"22556-12",12
"544996",40599.4951388889,"22553-12",12
"544996",40599.4951388889,"22716-12",12
"544996",40599.4951388889,"22814-12",12
"544996",40599.4951388889,"22824-1",1
"544996",40599.4951388889,"21458-12",12
"544996",40599.4951388889,"22328-12",12
"544996",40599.4951388889,"22957-12",12
"544996",40599.4951388889,"22487-1",1
"545295",40603.50625,"22567-20",20
"545295",40603.50625,"84029E-10",10
"545295",40603.50625,"21485-24",24
"545295",40603.50625,"22354-20",20
"545295",40603.50625,"22333-30",30
"545295",40603.50625,"21086-48",48
"545295",40603.50625,"21080-30",30
"545295",40603.50625,"22626-6",6
"545295",40603.50625,"22625-20",20
"545295",40603.50625,"21212-48",48
"545295",40603.50625,"21242-40",40
"545295",40603.50625,"21244-20",20
"545295",40603.50625,"20675-20",20
"545295",40603.50625,"20979-48",48
"545533",40605.5861111111,"22614-48",48
"545533",40605.5861111111,"21981-48",48
"545533",40605.5861111111,"21096-24",24
"545533",40605.5861111111,"21094-12",12
"545533",40605.5861111111,"21988-12",12
"545533",40605.5861111111,"21088-12",12
"545533",40605.5861111111,"22021-6",6
"545533",40605.5861111111,"85206A-6",6
"545533",40605.5861111111,"21439-24",24
"545533",40605.5861111111,"85227-12",12
"545533",40605.5861111111,"22894-4",4
"545533",40605.5861111111,"22939-4",4
"545533",40605.5861111111,"22898-8",8
"545533",40605.5861111111,"22440-20",20
"545533",40605.5861111111,"22438-10",10
"545533",40605.5861111111,"22968-2",2
"545533",40605.5861111111,"22378-15",15
"545533",40605.5861111111,"21204-12",12
"545533",40605.5861111111,"21206-12",12
"545533",40605.5861111111,"21202-12",12
"545533",40605.5861111111,"22179-2",2
"545533",40605.5861111111,"22303-36",36
"545557",40605.6458333333,"22243-24",24
"545557",40605.6458333333,"22861-12",12
"545557",40605.6458333333,"22858-12",12
"545557",40605.6458333333,"22585-144",144
"545706",40609.3819444444,"22926-4",4
"545706",40609.3819444444,"22173-16",16
"545706",40609.3819444444,"22171-4",4
"545706",40609.3819444444,"82494L-6",6
"545706",40609.3819444444,"22492-36",36
"545706",40609.3819444444,"22322-12",12
"545706",40609.3819444444,"22914-6",6
"545706",40609.3819444444,"82482-6",6
"545709",40609.4090277778,"22989-6",6
"545709",40609.4090277778,"22963-12",12
"545709",40609.4090277778,"22962-12",12
"545709",40609.4090277778,"22326-6",6
"545709",40609.4090277778,"21578-6",6
"545709",40609.4090277778,"22467-6",6
"545709",40609.4090277778,"22243-12",12
"545709",40609.4090277778,"22328-6",6
"545709",40609.4090277778,"22554-12",12
"545709",40609.4090277778,"22555-12",12
"545709",40609.4090277778,"22556-12",12
"545709",40609.4090277778,"21156-8",8
"545709",40609.4090277778,"22367-8",8
"545709",40609.4090277778,"22534-24",24
"545709",40609.4090277778,"22535-24",24
"545709",40609.4090277778,"21672-12",12
"545709",40609.4090277778,"21673-12",12
"545718",40609.4319444444,"21360-1",1
"545718",40609.4319444444,"21558-6",6
"545718",40609.4319444444,"21559-6",6
"545718",40609.4319444444,"22634-2",2
"545718",40609.4319444444,"22635-2",2
"545718",40609.4319444444,"21354-12",12
"545718",40609.4319444444,"20749-2",2
"545718",40609.4319444444,"48188-2",2
"545718",40609.4319444444,"48129-2",2
"545718",40609.4319444444,"22822-2",2
"545718",40609.4319444444,"22474-3",3
"545718",40609.4319444444,"72807A-4",4
"545718",40609.4319444444,"72807B-4",4
"545718",40609.4319444444,"72807C-4",4
"545718",40609.4319444444,"21479-4",4
"545718",40609.4319444444,"22111-3",3
"545718",40609.4319444444,"21115-2",2
"545718",40609.4319444444,"47585A-4",4
"545718",40609.4319444444,"21108-9",9
"545718",40609.4319444444,"21110-2",2
"545916",40610.4902777778,"21215-24",24
"545916",40610.4902777778,"48185-2",2
"545916",40610.4902777778,"21843-5",5
"545916",40610.4902777778,"21217-2",2
"545916",40610.4902777778,"21232-12",12
"545916",40610.4902777778,"22220-2",2
"545916",40610.4902777778,"22423-2",2
"545916",40610.4902777778,"22720-3",3
"545916",40610.4902777778,"22838-1",1
"545916",40610.4902777778,"22937-6",6
"545916",40610.4902777778,"37447-12",12
"545916",40610.4902777778,"37495-4",4
"545988",40610.5361111111,"20713-10",10
"545988",40610.5361111111,"20712-10",10
"545988",40610.5361111111,"21929-10",10
"545988",40610.5361111111,"22411-10",10
"545988",40610.5361111111,"85099F-10",10
"545988",40610.5361111111,"20719-10",10
"545988",40610.5361111111,"20723-10",10
"545988",40610.5361111111,"20675-8",8
"545988",40610.5361111111,"20677-8",8
"545988",40610.5361111111,"22243-12",12
"545988",40610.5361111111,"20977-16",16
"545988",40610.5361111111,"20726-10",10
"545988",40610.5361111111,"22326-12",12
"545988",40610.5361111111,"22328-6",6
"545988",40610.5361111111,"20750-2",2
"545988",40610.5361111111,"20676-8",8
"545988",40610.5361111111,"21238-8",8
"545988",40610.5361111111,"21239-8",8
"545994",40610.5763888889,"22898-8",8
"545994",40610.5763888889,"22704-25",25
"545994",40610.5763888889,"22303-6",6
"545994",40610.5763888889,"22302-6",6
"545994",40610.5763888889,"22908-12",12
"545994",40610.5763888889,"22939-4",4
"545994",40610.5763888889,"22326-6",6
"545994",40610.5763888889,"20719-20",20
"545994",40610.5763888889,"20712-20",20
"545994",40610.5763888889,"21240-8",8
"545994",40610.5763888889,"21239-8",8
"545994",40610.5763888889,"20724-10",10
"545994",40610.5763888889,"20718-10",10
"545994",40610.5763888889,"21671-12",12
"545994",40610.5763888889,"22329-12",12
"545994",40610.5763888889,"85099B-10",10
"545994",40610.5763888889,"21731-12",12
"C546320",40613.4020833333,"22467--3",-3
"C546320",40613.4020833333,"22243--4",-4
"546365",40613.4826388889,"22281-4",4
"546365",40613.4826388889,"22378-5",5
"546365",40613.4826388889,"21058-12",12
"546365",40613.4826388889,"22715-12",12
"546365",40613.4826388889,"21519-12",12
"546365",40613.4826388889,"22420-12",12
"546365",40613.4826388889,"22422-12",12
"546365",40613.4826388889,"22505-4",4
"546365",40613.4826388889,"22472-3",3
"546365",40613.4826388889,"21156-8",8
"546365",40613.4826388889,"22629-12",12
"546365",40613.4826388889,"22195-12",12
"546365",40613.4826388889,"22243-12",12
"546365",40613.4826388889,"84461-6",6
"546365",40613.4826388889,"20665-6",6
"546365",40613.4826388889,"21210-12",12
"546365",40613.4826388889,"21843-1",1
"546365",40613.4826388889,"22423-1",1
"546365",40613.4826388889,"22630-12",12
"546365",40613.4826388889,"22745-6",6
"546365",40613.4826388889,"22748-6",6
"546365",40613.4826388889,"22617-3",3
"546365",40613.4826388889,"22138-3",3
"546365",40613.4826388889,"47590A-3",3
"546365",40613.4826388889,"47566-4",4
"546365",40613.4826388889,"22772-12",12
"546365",40613.4826388889,"22771-12",12
"546365",40613.4826388889,"21668-24",24
"546365",40613.4826388889,"21669-12",12
"546365",40613.4826388889,"21670-12",12
"546365",40613.4826388889,"21673-12",12
"546365",40613.4826388889,"22774-12",12
"546365",40613.4826388889,"22775-12",12
"546365",40613.4826388889,"22805-12",12
"546365",40613.4826388889,"22532-24",24
"546365",40613.4826388889,"22533-24",24
"546365",40613.4826388889,"22367-8",8
"546365",40613.4826388889,"21212-24",24
"546365",40613.4826388889,"22417-24",24
"546365",40613.4826388889,"21976-24",24
"546365",40613.4826388889,"21977-24",24
"546365",40613.4826388889,"20754-6",6
"546365",40613.4826388889,"21042-3",3
"546365",40613.4826388889,"22968-4",4
"546365",40613.4826388889,"20914-6",6
"546365",40613.4826388889,"22083-6",6
"546365",40613.4826388889,"22027-12",12
"546365",40613.4826388889,"22509-1",1
"546365",40613.4826388889,"21080-12",12
"546365",40613.4826388889,"84988-12",12
"546365",40613.4826388889,"22416-12",12
"546365",40613.4826388889,"22613-12",12
"546365",40613.4826388889,"22418-24",24
"546365",40613.4826388889,"51014A-12",12
"546365",40613.4826388889,"22331-8",8
"546365",40613.4826388889,"23052-2",2
"546365",40613.4826388889,"21671-12",12
"546365",40613.4826388889,"21672-12",12
"546365",40613.4826388889,"23053-2",2
"C546507",40616.4909722222,"22914--1",-1
"C546507",40616.4909722222,"22171--4",-4
"C546507",40616.4909722222,"82494L--2",-2
"546759",40618.5819444444,"23054-2",2
"546759",40618.5819444444,"23053-2",2
"546759",40618.5819444444,"23050-2",2
"546759",40618.5819444444,"23052-2",2
"546759",40618.5819444444,"20702-9",9
"546759",40618.5819444444,"22171-8",8
"546759",40618.5819444444,"22788-4",4
"546759",40618.5819444444,"22554-12",12
"546759",40618.5819444444,"22550-4",4
"546759",40618.5819444444,"15056N-3",3
"546843",40619.5277777778,"23230-25",25
"546843",40619.5277777778,"22551-12",12
"546843",40619.5277777778,"22554-12",12
"546843",40619.5277777778,"22556-12",12
"546843",40619.5277777778,"23000-24",24
"546843",40619.5277777778,"23231-25",25
"546843",40619.5277777778,"23232-25",25
"546843",40619.5277777778,"23233-25",25
"546843",40619.5277777778,"20712-10",10
"546843",40619.5277777778,"22326-6",6
"546843",40619.5277777778,"21680-12",12
"546843",40619.5277777778,"21383-12",12
"546843",40619.5277777778,"22244-12",12
"546843",40619.5277777778,"22740-48",48
"546843",40619.5277777778,"20713-10",10
"546843",40619.5277777778,"22385-10",10
"546843",40619.5277777778,"22467-36",36
"546843",40619.5277777778,"21559-6",6
"546843",40619.5277777778,"22423-4",4
"546843",40619.5277777778,"21731-12",12
"546843",40619.5277777778,"21259-2",2
"546843",40619.5277777778,"21257-2",2
"546843",40619.5277777778,"22652-10",10
"546843",40619.5277777778,"21219-10",10
"546843",40619.5277777778,"23010-4",4
"546851",40619.5576388889,"21232-12",12
"546851",40619.5576388889,"21320-6",6
"546851",40619.5576388889,"21318-6",6
"546851",40619.5576388889,"22223-3",3
"546851",40619.5576388889,"22423-3",3
"546851",40619.5576388889,"22303-6",6
"546851",40619.5576388889,"21871-36",36
"546851",40619.5576388889,"21874-12",12
"546851",40619.5576388889,"22907-12",12
"546851",40619.5576388889,"22435-12",12
"546851",40619.5576388889,"22434-8",8
"546851",40619.5576388889,"22494-12",12
"546851",40619.5576388889,"22236-2",2
"546851",40619.5576388889,"21774-12",12
"546851",40619.5576388889,"20749-2",2
"546851",40619.5576388889,"21578-6",6
"546851",40619.5576388889,"21580-6",6
"546851",40619.5576388889,"21577-6",6
"546851",40619.5576388889,"21481-6",6
"546851",40619.5576388889,"22748-6",6
"546851",40619.5576388889,"22551-12",12
"546851",40619.5576388889,"22556-12",12
"546851",40619.5576388889,"22555-12",12
"546851",40619.5576388889,"22962-48",48
"546851",40619.5576388889,"22963-48",48
"546851",40619.5576388889,"22077-12",12
"546851",40619.5576388889,"85049D-12",12
"546851",40619.5576388889,"85049G-12",12
"546851",40619.5576388889,"84997D-4",4
"546851",40619.5576388889,"22326-6",6
"546851",40619.5576388889,"22328-6",6
"546851",40619.5576388889,"22383-10",10
"546851",40619.5576388889,"22722-8",8
"546851",40619.5576388889,"21231-12",12
"C546886",40619.7590277778,"21843--1",-1
"C546886",40619.7590277778,"22423--2",-2
"C546886",40619.7590277778,"84461--6",-6
"546919",40620.4131944444,"22585-144",144
"546919",40620.4131944444,"47367B-24",24
"546920",40620.4131944444,"20719-10",10
"546920",40620.4131944444,"21577-6",6
"546920",40620.4131944444,"21700-24",24
"546920",40620.4131944444,"21787-24",24
"546920",40620.4131944444,"21232-24",24
"546920",40620.4131944444,"21231-12",12
"546920",40620.4131944444,"22326-6",6
"546920",40620.4131944444,"22423-32",32
"546920",40620.4131944444,"22445-6",6
"546920",40620.4131944444,"22649-8",8
"546920",40620.4131944444,"22908-12",12
"546920",40620.4131944444,"22419-36",36
"546920",40620.4131944444,"22728-4",4
"546920",40620.4131944444,"22741-48",48
"546920",40620.4131944444,"22720-12",12
"546920",40620.4131944444,"22962-12",12
"546920",40620.4131944444,"22961-12",12
"546921",40620.4145833333,"23183-4",4
"546921",40620.4145833333,"23177-8",8
"546925",40620.4229166667,"22989-6",6
"546925",40620.4229166667,"22243-96",96
"546925",40620.4229166667,"22352-60",60
"546925",40620.4229166667,"21558-60",60
"547005",40620.5972222222,"22570-4",4
"547005",40620.5972222222,"22972-12",12
"547005",40620.5972222222,"22973-12",12
"547005",40620.5972222222,"22975-12",12
"547005",40620.5972222222,"22859-12",12
"547005",40620.5972222222,"35910B-6",6
"547005",40620.5972222222,"21124-24",24
"547005",40620.5972222222,"21094-12",12
"547005",40620.5972222222,"21086-12",12
"547005",40620.5972222222,"21987-12",12
"547005",40620.5972222222,"21088-12",12
"547005",40620.5972222222,"20675-8",8
"547005",40620.5972222222,"22303-6",6
"547005",40620.5972222222,"22908-12",12
"547005",40620.5972222222,"21122-24",24
"547005",40620.5972222222,"22326-12",12
"547005",40620.5972222222,"22328-6",6
"547005",40620.5972222222,"20719-20",20
"547005",40620.5972222222,"22554-12",12
"547005",40620.5972222222,"85203-24",24
"547005",40620.5972222222,"22228-12",12
"547005",40620.5972222222,"22247-16",16
"547005",40620.5972222222,"22321-12",12
"547005",40620.5972222222,"22907-12",12
"547005",40620.5972222222,"22367-8",8
"547005",40620.5972222222,"22631-24",24
"547005",40620.5972222222,"22716-12",12
"547005",40620.5972222222,"22711-25",25
"547005",40620.5972222222,"16161U-25",25
"547005",40620.5972222222,"22045-25",25
"547005",40620.5972222222,"21791-12",12
"547005",40620.5972222222,"22629-12",12
"547005",40620.5972222222,"23177-8",8
"547005",40620.5972222222,"23194-8",8
"547005",40620.5972222222,"22236-1",1
"547005",40620.5972222222,"22302-6",6
"547005",40620.5972222222,"22637-4",4
"547005",40620.5972222222,"21561-6",6
"547005",40620.5972222222,"22432-6",6
"547005",40620.5972222222,"22431-6",6
"547005",40620.5972222222,"21746-12",12
"547005",40620.5972222222,"21698-12",12
"547005",40620.5972222222,"21700-12",12
"547005",40620.5972222222,"22399-12",12
"547005",40620.5972222222,"22423-2",2
"547005",40620.5972222222,"23007-1",1
"547005",40620.5972222222,"23010-1",1
"547071",40622.5826388889,"22961-24",24
"547071",40622.5826388889,"22979-12",12
"547071",40622.5826388889,"22980-12",12
"547071",40622.5826388889,"22978-6",6
"547071",40622.5826388889,"23126-4",4
"547071",40622.5826388889,"22692-2",2
"547071",40622.5826388889,"22982-12",12
"547071",40622.5826388889,"21531-6",6
"547071",40622.5826388889,"22960-6",6
"547071",40622.5826388889,"85014A-3",3
"547085",40622.6534722222,"23179-12",12
"547085",40622.6534722222,"15056BL-12",12
"547379",40624.6340277778,"21533-3",3
"547379",40624.6340277778,"21535-6",6
"547379",40624.6340277778,"21984-24",24
"547379",40624.6340277778,"21967-24",24
"547379",40624.6340277778,"22614-24",24
"547379",40624.6340277778,"22616-24",24
"547379",40624.6340277778,"21242-24",24
"547379",40624.6340277778,"22667-6",6
"547379",40624.6340277778,"21906-2",2
"547379",40624.6340277778,"21843-1",1
"547379",40624.6340277778,"21986-24",24
"547379",40624.6340277778,"21980-24",24
"547379",40624.6340277778,"22860-6",6
"547379",40624.6340277778,"22858-12",12
"547379",40624.6340277778,"22665-6",6
"547379",40624.6340277778,"21238-24",24
"547379",40624.6340277778,"21243-8",8
"547379",40624.6340277778,"20675-8",8
"547379",40624.6340277778,"21395-48",48
"547379",40624.6340277778,"21240-8",8
"547379",40624.6340277778,"20727-10",10
"547379",40624.6340277778,"21937-5",5
"547379",40624.6340277778,"22859-6",6
